,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,duration
3885,12,12,12,12,19,19,19,19,17,17,17,17,21,21,21,21,14,14,14,14,15,15,15,15,3,3,3,3,10,10,10,10,3,3,3,3,-8,-8,-8,-8,2,2,2,2,0,0,0,0,2,2,2,2,1,1,1,1,10,10,10,10,6,6,6,6,15,15,15,15,23,23,23,23,27,27,27,27,25,25,25,25,33,33,33,33,39,39,39,39,39,39,39,39,37,37,37,37,48,48,48,48,25
3886,-3,-3,-3,-3,8,8,8,8,12,12,12,12,5,5,5,5,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-14,-14,-14,-14,-3,-3,-3,-3,4,4,4,4,13,13,13,13,22,22,22,22,27,27,27,27,19,19,19,19,21,21,21,21,26,26,26,26,29,29,29,29,33,33,33,33,40,40,40,40,30,30,30,30,26,26,26,26,36,36,36,36,48,48,48,48,46,46,46,46,52,52,52,52,25
3887,-10,-10,-10,-10,-8,-8,-8,-8,-16,-16,-16,-16,-16,-16,-16,-16,-18,-18,-18,-18,-14,-14,-14,-14,-25,-25,-25,-25,-28,-28,-28,-28,-31,-31,-31,-31,-24,-24,-24,-24,-25,-25,-25,-25,-23,-23,-23,-23,-17,-17,-17,-17,-6,-6,-6,-6,-5,-5,-5,-5,-12,-12,-12,-12,-4,-4,-4,-4,-15,-15,-15,-15,-15,-15,-15,-15,-19,-19,-19,-19,-9,-9,-9,-9,-4,-4,-4,-4,6,6,6,6,-2,-2,-2,-2,-11,-11,-11,-11,25
3888,3,3,3,3,-3,-3,-3,-3,9,9,9,9,13,13,13,13,19,19,19,19,16,16,16,16,6,6,6,6,18,18,18,18,18,18,18,18,27,27,27,27,39,39,39,39,27,27,27,27,33,33,33,33,37,37,37,37,42,42,42,42,34,34,34,34,36,36,36,36,25,25,25,25,17,17,17,17,11,11,11,11,19,19,19,19,18,18,18,18,17,17,17,17,13,13,13,13,3,3,3,3,25
3889,-1,-1,-1,-1,-4,-4,-4,-4,-4,-4,-4,-4,-11,-11,-11,-11,1,1,1,1,11,11,11,11,4,4,4,4,-8,-8,-8,-8,0,0,0,0,-5,-5,-5,-5,-14,-14,-14,-14,-16,-16,-16,-16,-19,-19,-19,-19,-9,-9,-9,-9,2,2,2,2,10,10,10,10,15,15,15,15,8,8,8,8,9,9,9,9,9,9,9,9,20,20,20,20,14,14,14,14,17,17,17,17,10,10,10,10,4,4,4,4,25
3890,11,11,11,11,18,18,18,18,14,14,14,14,21,21,21,21,29,29,29,29,19,19,19,19,23,23,23,23,25,25,25,25,35,35,35,35,31,31,31,31,34,34,34,34,43,43,43,43,41,41,41,41,31,31,31,31,34,34,34,34,22,22,22,22,21,21,21,21,13,13,13,13,25,25,25,25,33,33,33,33,24,24,24,24,24,24,24,24,27,27,27,27,28,28,28,28,35,35,35,35,25
3891,8,8,8,8,5,5,5,5,-3,-3,-3,-3,-9,-9,-9,-9,-14,-14,-14,-14,-9,-9,-9,-9,-10,-10,-10,-10,-20,-20,-20,-20,-24,-24,-24,-24,-27,-27,-27,-27,-37,-37,-37,-37,-39,-39,-39,-39,-30,-30,-30,-30,-18,-18,-18,-18,-13,-13,-13,-13,-24,-24,-24,-24,-15,-15,-15,-15,-22,-22,-22,-22,-21,-21,-21,-21,-32,-32,-32,-32,-27,-27,-27,-27,-37,-37,-37,-37,-26,-26,-26,-26,-36,-36,-36,-36,-41,-41,-41,-41,25
3892,11,11,11,11,5,5,5,5,7,7,7,7,11,11,11,11,22,22,22,22,16,16,16,16,13,13,13,13,1,1,1,1,-8,-8,-8,-8,-7,-7,-7,-7,-19,-19,-19,-19,-16,-16,-16,-16,-5,-5,-5,-5,-11,-11,-11,-11,-11,-11,-11,-11,-21,-21,-21,-21,-11,-11,-11,-11,-12,-12,-12,-12,-3,-3,-3,-3,-15,-15,-15,-15,-13,-13,-13,-13,-7,-7,-7,-7,-18,-18,-18,-18,-7,-7,-7,-7,3,3,3,3,25
3893,4,4,4,4,11,11,11,11,-1,-1,-1,-1,-8,-8,-8,-8,-6,-6,-6,-6,-15,-15,-15,-15,-18,-18,-18,-18,-17,-17,-17,-17,-13,-13,-13,-13,-25,-25,-25,-25,-18,-18,-18,-18,-29,-29,-29,-29,-31,-31,-31,-31,-36,-36,-36,-36,-44,-44,-44,-44,-53,-53,-53,-53,-53,-53,-53,-53,-52,-52,-52,-52,-53,-53,-53,-53,-43,-43,-43,-43,-47,-47,-47,-47,-55,-55,-55,-55,-46,-46,-46,-46,-42,-42,-42,-42,-54,-54,-54,-54,25
3894,2,2,2,2,-8,-8,-8,-8,-15,-15,-15,-15,-7,-7,-7,-7,-19,-19,-19,-19,-23,-23,-23,-23,-12,-12,-12,-12,-7,-7,-7,-7,4,4,4,4,-3,-3,-3,-3,-8,-8,-8,-8,-1,-1,-1,-1,10,10,10,10,6,6,6,6,2,2,2,2,3,3,3,3,7,7,7,7,-4,-4,-4,-4,-16,-16,-16,-16,-28,-28,-28,-28,-27,-27,-27,-27,-22,-22,-22,-22,-29,-29,-29,-29,-34,-34,-34,-34,-26,-26,-26,-26,25
3895,-6,-6,-6,-6,3,3,3,3,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,-7,-7,-7,-7,-9,-9,-9,-9,0,0,0,0,-7,-7,-7,-7,-8,-8,-8,-8,-4,-4,-4,-4,8,8,8,8,14,14,14,14,25,25,25,25,28,28,28,28,29,29,29,29,26,26,26,26,35,35,35,35,46,46,46,46,55,55,55,55,54,54,54,54,66,66,66,66,58,58,58,58,47,47,47,47,25
3896,5,5,5,5,11,11,11,11,11,11,11,11,10,10,10,10,11,11,11,11,19,19,19,19,26,26,26,26,21,21,21,21,28,28,28,28,20,20,20,20,27,27,27,27,29,29,29,29,33,33,33,33,21,21,21,21,25,25,25,25,14,14,14,14,17,17,17,17,7,7,7,7,15,15,15,15,8,8,8,8,17,17,17,17,16,16,16,16,17,17,17,17,13,13,13,13,3,3,3,3,25
3897,12,12,12,12,22,22,22,22,34,34,34,34,46,46,46,46,36,36,36,36,39,39,39,39,51,51,51,51,58,58,58,58,69,69,69,69,76,76,76,76,72,72,72,72,80,80,80,80,85,85,85,85,88,88,88,88,97,97,97,97,104,104,104,104,93,93,93,93,94,94,94,94,105,105,105,105,100,100,100,100,97,97,97,97,105,105,105,105,95,95,95,95,95,95,95,95,94,94,94,94,25
3898,5,5,5,5,5,5,5,5,17,17,17,17,12,12,12,12,12,12,12,12,22,22,22,22,18,18,18,18,17,17,17,17,22,22,22,22,28,28,28,28,20,20,20,20,13,13,13,13,13,13,13,13,5,5,5,5,1,1,1,1,11,11,11,11,19,19,19,19,28,28,28,28,29,29,29,29,20,20,20,20,16,16,16,16,27,27,27,27,38,38,38,38,32,32,32,32,31,31,31,31,25
3899,9,9,9,9,6,6,6,6,5,5,5,5,7,7,7,7,2,2,2,2,-2,-2,-2,-2,3,3,3,3,5,5,5,5,2,2,2,2,8,8,8,8,20,20,20,20,25,25,25,25,23,23,23,23,31,31,31,31,24,24,24,24,33,33,33,33,30,30,30,30,22,22,22,22,28,28,28,28,35,35,35,35,34,34,34,34,34,34,34,34,29,29,29,29,24,24,24,24,27,27,27,27,25
3900,-9,-9,-9,-9,-14,-14,-14,-14,-11,-11,-11,-11,-11,-11,-11,-11,-6,-6,-6,-6,6,6,6,6,11,11,11,11,2,2,2,2,1,1,1,1,-5,-5,-5,-5,-12,-12,-12,-12,-7,-7,-7,-7,-13,-13,-13,-13,-14,-14,-14,-14,-21,-21,-21,-21,-27,-27,-27,-27,-36,-36,-36,-36,-40,-40,-40,-40,-47,-47,-47,-47,-57,-57,-57,-57,-50,-50,-50,-50,-46,-46,-46,-46,-34,-34,-34,-34,-22,-22,-22,-22,-21,-21,-21,-21,25
3901,4,4,4,4,-7,-7,-7,-7,-11,-11,-11,-11,-15,-15,-15,-15,-3,-3,-3,-3,-8,-8,-8,-8,-3,-3,-3,-3,6,6,6,6,12,12,12,12,17,17,17,17,14,14,14,14,7,7,7,7,17,17,17,17,7,7,7,7,17,17,17,17,22,22,22,22,21,21,21,21,20,20,20,20,24,24,24,24,36,36,36,36,39,39,39,39,30,30,30,30,33,33,33,33,27,27,27,27,28,28,28,28,25
3902,-11,-11,-11,-11,-21,-21,-21,-21,-13,-13,-13,-13,-5,-5,-5,-5,-1,-1,-1,-1,5,5,5,5,15,15,15,15,21,21,21,21,17,17,17,17,8,8,8,8,6,6,6,6,-3,-3,-3,-3,-5,-5,-5,-5,-13,-13,-13,-13,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,6,6,6,6,12,12,12,12,11,11,11,11,20,20,20,20,18,18,18,18,8,8,8,8,0,0,0,0,-7,-7,-7,-7,25
3903,3,3,3,3,-7,-7,-7,-7,-15,-15,-15,-15,-25,-25,-25,-25,-16,-16,-16,-16,-19,-19,-19,-19,-8,-8,-8,-8,-15,-15,-15,-15,-24,-24,-24,-24,-30,-30,-30,-30,-27,-27,-27,-27,-33,-33,-33,-33,-21,-21,-21,-21,-17,-17,-17,-17,-29,-29,-29,-29,-31,-31,-31,-31,-36,-36,-36,-36,-32,-32,-32,-32,-40,-40,-40,-40,-28,-28,-28,-28,-36,-36,-36,-36,-48,-48,-48,-48,-45,-45,-45,-45,-45,-45,-45,-45,-40,-40,-40,-40,25
3904,-8,-8,-8,-8,4,4,4,4,8,8,8,8,6,6,6,6,2,2,2,2,-10,-10,-10,-10,1,1,1,1,-2,-2,-2,-2,-11,-11,-11,-11,-9,-9,-9,-9,-1,-1,-1,-1,-7,-7,-7,-7,2,2,2,2,-7,-7,-7,-7,-12,-12,-12,-12,-19,-19,-19,-19,-20,-20,-20,-20,-19,-19,-19,-19,-14,-14,-14,-14,-18,-18,-18,-18,-12,-12,-12,-12,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,3,3,3,3,25
3905,9,9,9,9,6,6,6,6,3,3,3,3,-7,-7,-7,-7,-12,-12,-12,-12,-19,-19,-19,-19,-28,-28,-28,-28,-31,-31,-31,-31,-25,-25,-25,-25,-25,-25,-25,-25,-18,-18,-18,-18,-7,-7,-7,-7,-17,-17,-17,-17,-13,-13,-13,-13,-22,-22,-22,-22,-19,-19,-19,-19,-31,-31,-31,-31,-43,-43,-43,-43,-46,-46,-46,-46,-54,-54,-54,-54,-56,-56,-56,-56,-60,-60,-60,-60,-48,-48,-48,-48,-42,-42,-42,-42,-42,-42,-42,-42,25
3906,-8,-8,-8,-8,-5,-5,-5,-5,-4,-4,-4,-4,7,7,7,7,2,2,2,2,1,1,1,1,11,11,11,11,11,11,11,11,23,23,23,23,17,17,17,17,22,22,22,22,16,16,16,16,14,14,14,14,23,23,23,23,24,24,24,24,26,26,26,26,30,30,30,30,38,38,38,38,30,30,30,30,37,37,37,37,27,27,27,27,34,34,34,34,37,37,37,37,30,30,30,30,37,37,37,37,25
3907,-12,-12,-12,-12,-19,-19,-19,-19,-22,-22,-22,-22,-21,-21,-21,-21,-33,-33,-33,-33,-27,-27,-27,-27,-26,-26,-26,-26,-30,-30,-30,-30,-23,-23,-23,-23,-25,-25,-25,-25,-14,-14,-14,-14,-4,-4,-4,-4,-14,-14,-14,-14,-15,-15,-15,-15,-6,-6,-6,-6,0,0,0,0,2,2,2,2,1,1,1,1,-10,-10,-10,-10,0,0,0,0,-4,-4,-4,-4,2,2,2,2,10,10,10,10,6,6,6,6,7,7,7,7,25
3908,-3,-3,-3,-3,-8,-8,-8,-8,-8,-8,-8,-8,4,4,4,4,-1,-1,-1,-1,-9,-9,-9,-9,0,0,0,0,6,6,6,6,3,3,3,3,0,0,0,0,8,8,8,8,11,11,11,11,3,3,3,3,11,11,11,11,12,12,12,12,2,2,2,2,10,10,10,10,1,1,1,1,12,12,12,12,14,14,14,14,23,23,23,23,33,33,33,33,27,27,27,27,29,29,29,29,31,31,31,31,25
3909,-5,-5,-5,-5,0,0,0,0,6,6,6,6,13,13,13,13,2,2,2,2,-3,-3,-3,-3,-7,-7,-7,-7,-5,-5,-5,-5,3,3,3,3,-9,-9,-9,-9,-11,-11,-11,-11,-22,-22,-22,-22,-17,-17,-17,-17,-22,-22,-22,-22,-11,-11,-11,-11,-23,-23,-23,-23,-30,-30,-30,-30,-30,-30,-30,-30,-20,-20,-20,-20,-10,-10,-10,-10,-20,-20,-20,-20,-17,-17,-17,-17,-6,-6,-6,-6,1,1,1,1,-10,-10,-10,-10,25
3910,11,11,11,11,15,15,15,15,5,5,5,5,1,1,1,1,2,2,2,2,6,6,6,6,18,18,18,18,29,29,29,29,18,18,18,18,19,19,19,19,21,21,21,21,31,31,31,31,40,40,40,40,29,29,29,29,29,29,29,29,25,25,25,25,35,35,35,35,34,34,34,34,23,23,23,23,19,19,19,19,31,31,31,31,35,35,35,35,32,32,32,32,39,39,39,39,33,33,33,33,25
3911,-8,-8,-8,-8,-20,-20,-20,-20,-30,-30,-30,-30,-34,-34,-34,-34,-39,-39,-39,-39,-34,-34,-34,-34,-42,-42,-42,-42,-44,-44,-44,-44,-40,-40,-40,-40,-29,-29,-29,-29,-39,-39,-39,-39,-44,-44,-44,-44,-44,-44,-44,-44,-33,-33,-33,-33,-24,-24,-24,-24,-13,-13,-13,-13,-22,-22,-22,-22,-13,-13,-13,-13,-18,-18,-18,-18,-11,-11,-11,-11,-2,-2,-2,-2,-8,-8,-8,-8,-3,-3,-3,-3,7,7,7,7,19,19,19,19,25
3912,-3,-3,-3,-3,1,1,1,1,10,10,10,10,17,17,17,17,12,12,12,12,16,16,16,16,18,18,18,18,22,22,22,22,28,28,28,28,39,39,39,39,44,44,44,44,50,50,50,50,45,45,45,45,52,52,52,52,41,41,41,41,50,50,50,50,53,53,53,53,51,51,51,51,48,48,48,48,46,46,46,46,55,55,55,55,62,62,62,62,63,63,63,63,65,65,65,65,56,56,56,56,25
3913,10,10,10,10,12,12,12,12,1,1,1,1,6,6,6,6,14,14,14,14,5,5,5,5,1,1,1,1,8,8,8,8,10,10,10,10,11,11,11,11,0,0,0,0,-12,-12,-12,-12,-6,-6,-6,-6,-3,-3,-3,-3,6,6,6,6,6,6,6,6,-2,-2,-2,-2,-7,-7,-7,-7,-15,-15,-15,-15,-23,-23,-23,-23,-11,-11,-11,-11,-23,-23,-23,-23,-29,-29,-29,-29,-34,-34,-34,-34,-41,-41,-41,-41,25
3914,11,11,11,11,22,22,22,22,17,17,17,17,27,27,27,27,22,22,22,22,16,16,16,16,14,14,14,14,21,21,21,21,15,15,15,15,11,11,11,11,15,15,15,15,20,20,20,20,11,11,11,11,19,19,19,19,9,9,9,9,1,1,1,1,12,12,12,12,21,21,21,21,29,29,29,29,33,33,33,33,22,22,22,22,28,28,28,28,16,16,16,16,27,27,27,27,20,20,20,20,25
3915,-3,-3,-3,-3,-14,-14,-14,-14,-16,-16,-16,-16,-5,-5,-5,-5,-15,-15,-15,-15,-19,-19,-19,-19,-7,-7,-7,-7,-15,-15,-15,-15,-14,-14,-14,-14,-15,-15,-15,-15,-19,-19,-19,-19,-8,-8,-8,-8,-12,-12,-12,-12,-3,-3,-3,-3,-13,-13,-13,-13,-9,-9,-9,-9,-20,-20,-20,-20,-27,-27,-27,-27,-26,-26,-26,-26,-21,-21,-21,-21,-32,-32,-32,-32,-40,-40,-40,-40,-29,-29,-29,-29,-21,-21,-21,-21,-12,-12,-12,-12,25
3916,12,12,12,12,11,11,11,11,22,22,22,22,20,20,20,20,19,19,19,19,12,12,12,12,10,10,10,10,7,7,7,7,15,15,15,15,21,21,21,21,31,31,31,31,27,27,27,27,17,17,17,17,10,10,10,10,12,12,12,12,19,19,19,19,17,17,17,17,27,27,27,27,19,19,19,19,16,16,16,16,11,11,11,11,3,3,3,3,2,2,2,2,7,7,7,7,11,11,11,11,25
3917,3,3,3,3,-9,-9,-9,-9,-20,-20,-20,-20,-9,-9,-9,-9,1,1,1,1,0,0,0,0,12,12,12,12,19,19,19,19,28,28,28,28,29,29,29,29,18,18,18,18,16,16,16,16,22,22,22,22,15,15,15,15,8,8,8,8,8,8,8,8,20,20,20,20,30,30,30,30,38,38,38,38,37,37,37,37,27,27,27,27,19,19,19,19,30,30,30,30,19,19,19,19,16,16,16,16,25
3918,-3,-3,-3,-3,-4,-4,-4,-4,6,6,6,6,16,16,16,16,5,5,5,5,9,9,9,9,5,5,5,5,17,17,17,17,13,13,13,13,2,2,2,2,7,7,7,7,0,0,0,0,-11,-11,-11,-11,-11,-11,-11,-11,-7,-7,-7,-7,-14,-14,-14,-14,-17,-17,-17,-17,-12,-12,-12,-12,-13,-13,-13,-13,-15,-15,-15,-15,-22,-22,-22,-22,-17,-17,-17,-17,-19,-19,-19,-19,-18,-18,-18,-18,-7,-7,-7,-7,25
3919,8,8,8,8,16,16,16,16,22,22,22,22,28,28,28,28,39,39,39,39,38,38,38,38,42,42,42,42,49,49,49,49,47,47,47,47,45,45,45,45,50,50,50,50,51,51,51,51,56,56,56,56,62,62,62,62,57,57,57,57,66,66,66,66,72,72,72,72,79,79,79,79,78,78,78,78,70,70,70,70,59,59,59,59,56,56,56,56,48,48,48,48,50,50,50,50,43,43,43,43,25
3920,-2,-2,-2,-2,7,7,7,7,8,8,8,8,6,6,6,6,13,13,13,13,1,1,1,1,-5,-5,-5,-5,-8,-8,-8,-8,-9,-9,-9,-9,-8,-8,-8,-8,-10,-10,-10,-10,-12,-12,-12,-12,-15,-15,-15,-15,-14,-14,-14,-14,-17,-17,-17,-17,-12,-12,-12,-12,-15,-15,-15,-15,-11,-11,-11,-11,-14,-14,-14,-14,-16,-16,-16,-16,-24,-24,-24,-24,-35,-35,-35,-35,-41,-41,-41,-41,-36,-36,-36,-36,-28,-28,-28,-28,25
3921,-1,-1,-1,-1,-3,-3,-3,-3,-7,-7,-7,-7,1,1,1,1,12,12,12,12,9,9,9,9,1,1,1,1,-7,-7,-7,-7,-8,-8,-8,-8,-19,-19,-19,-19,-13,-13,-13,-13,-1,-1,-1,-1,9,9,9,9,19,19,19,19,24,24,24,24,27,27,27,27,25,25,25,25,17,17,17,17,24,24,24,24,21,21,21,21,17,17,17,17,18,18,18,18,15,15,15,15,14,14,14,14,20,20,20,20,25
3922,-11,-11,-11,-11,0,0,0,0,-6,-6,-6,-6,-12,-12,-12,-12,-16,-16,-16,-16,-23,-23,-23,-23,-30,-30,-30,-30,-35,-35,-35,-35,-47,-47,-47,-47,-56,-56,-56,-56,-61,-61,-61,-61,-51,-51,-51,-51,-59,-59,-59,-59,-48,-48,-48,-48,-52,-52,-52,-52,-59,-59,-59,-59,-58,-58,-58,-58,-61,-61,-61,-61,-64,-64,-64,-64,-76,-76,-76,-76,-83,-83,-83,-83,-94,-94,-94,-94,-91,-91,-91,-91,-82,-82,-82,-82,-82,-82,-82,-82,25
3923,9,9,9,9,21,21,21,21,23,23,23,23,15,15,15,15,6,6,6,6,-4,-4,-4,-4,7,7,7,7,15,15,15,15,7,7,7,7,4,4,4,4,-3,-3,-3,-3,-10,-10,-10,-10,2,2,2,2,-1,-1,-1,-1,-3,-3,-3,-3,6,6,6,6,-6,-6,-6,-6,-14,-14,-14,-14,-5,-5,-5,-5,6,6,6,6,8,8,8,8,18,18,18,18,30,30,30,30,27,27,27,27,28,28,28,28,25
3924,-10,-10,-10,-10,-3,-3,-3,-3,7,7,7,7,4,4,4,4,12,12,12,12,0,0,0,0,9,9,9,9,14,14,14,14,4,4,4,4,-7,-7,-7,-7,-2,-2,-2,-2,-14,-14,-14,-14,-25,-25,-25,-25,-30,-30,-30,-30,-34,-34,-34,-34,-37,-37,-37,-37,-47,-47,-47,-47,-43,-43,-43,-43,-52,-52,-52,-52,-57,-57,-57,-57,-50,-50,-50,-50,-40,-40,-40,-40,-47,-47,-47,-47,-43,-43,-43,-43,-36,-36,-36,-36,25
3925,5,5,5,5,15,15,15,15,5,5,5,5,-5,-5,-5,-5,-13,-13,-13,-13,-18,-18,-18,-18,-8,-8,-8,-8,-14,-14,-14,-14,-8,-8,-8,-8,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-6,-6,-6,-6,4,4,4,4,7,7,7,7,-2,-2,-2,-2,-4,-4,-4,-4,6,6,6,6,-1,-1,-1,-1,-10,-10,-10,-10,-15,-15,-15,-15,-23,-23,-23,-23,-12,-12,-12,-12,-15,-15,-15,-15,-18,-18,-18,-18,25
3926,4,4,4,4,14,14,14,14,23,23,23,23,18,18,18,18,9,9,9,9,11,11,11,11,17,17,17,17,12,12,12,12,23,23,23,23,17,17,17,17,29,29,29,29,30,30,30,30,27,27,27,27,27,27,27,27,17,17,17,17,13,13,13,13,8,8,8,8,19,19,19,19,22,22,22,22,26,26,26,26,14,14,14,14,21,21,21,21,16,16,16,16,18,18,18,18,23,23,23,23,25
3927,12,12,12,12,8,8,8,8,12,12,12,12,5,5,5,5,9,9,9,9,2,2,2,2,5,5,5,5,14,14,14,14,10,10,10,10,8,8,8,8,4,4,4,4,7,7,7,7,1,1,1,1,7,7,7,7,17,17,17,17,6,6,6,6,9,9,9,9,11,11,11,11,13,13,13,13,14,14,14,14,23,23,23,23,29,29,29,29,30,30,30,30,35,35,35,35,47,47,47,47,25
3928,5,5,5,5,-5,-5,-5,-5,-12,-12,-12,-12,-15,-15,-15,-15,-17,-17,-17,-17,-23,-23,-23,-23,-24,-24,-24,-24,-15,-15,-15,-15,-20,-20,-20,-20,-20,-20,-20,-20,-27,-27,-27,-27,-34,-34,-34,-34,-25,-25,-25,-25,-33,-33,-33,-33,-23,-23,-23,-23,-28,-28,-28,-28,-23,-23,-23,-23,-20,-20,-20,-20,-31,-31,-31,-31,-32,-32,-32,-32,-40,-40,-40,-40,-35,-35,-35,-35,-32,-32,-32,-32,-21,-21,-21,-21,-22,-22,-22,-22,25
3929,3,3,3,3,-6,-6,-6,-6,-2,-2,-2,-2,-7,-7,-7,-7,-3,-3,-3,-3,-6,-6,-6,-6,-15,-15,-15,-15,-13,-13,-13,-13,-10,-10,-10,-10,-12,-12,-12,-12,-9,-9,-9,-9,-13,-13,-13,-13,-12,-12,-12,-12,-17,-17,-17,-17,-20,-20,-20,-20,-11,-11,-11,-11,-22,-22,-22,-22,-11,-11,-11,-11,-19,-19,-19,-19,-29,-29,-29,-29,-23,-23,-23,-23,-15,-15,-15,-15,-16,-16,-16,-16,-19,-19,-19,-19,-29,-29,-29,-29,25
3930,-12,-12,-12,-12,-16,-16,-16,-16,-7,-7,-7,-7,-12,-12,-12,-12,-10,-10,-10,-10,-19,-19,-19,-19,-26,-26,-26,-26,-35,-35,-35,-35,-27,-27,-27,-27,-23,-23,-23,-23,-15,-15,-15,-15,-22,-22,-22,-22,-28,-28,-28,-28,-21,-21,-21,-21,-14,-14,-14,-14,-17,-17,-17,-17,-5,-5,-5,-5,-7,-7,-7,-7,-6,-6,-6,-6,-15,-15,-15,-15,-15,-15,-15,-15,-12,-12,-12,-12,-7,-7,-7,-7,-1,-1,-1,-1,4,4,4,4,25
3931,-11,-11,-11,-11,-14,-14,-14,-14,-23,-23,-23,-23,-14,-14,-14,-14,-24,-24,-24,-24,-27,-27,-27,-27,-38,-38,-38,-38,-41,-41,-41,-41,-37,-37,-37,-37,-39,-39,-39,-39,-44,-44,-44,-44,-49,-49,-49,-49,-49,-49,-49,-49,-48,-48,-48,-48,-49,-49,-49,-49,-38,-38,-38,-38,-28,-28,-28,-28,-26,-26,-26,-26,-25,-25,-25,-25,-15,-15,-15,-15,-16,-16,-16,-16,-14,-14,-14,-14,-20,-20,-20,-20,-16,-16,-16,-16,-27,-27,-27,-27,25
3932,-9,-9,-9,-9,-19,-19,-19,-19,-21,-21,-21,-21,-27,-27,-27,-27,-33,-33,-33,-33,-23,-23,-23,-23,-28,-28,-28,-28,-38,-38,-38,-38,-46,-46,-46,-46,-49,-49,-49,-49,-57,-57,-57,-57,-66,-66,-66,-66,-67,-67,-67,-67,-59,-59,-59,-59,-54,-54,-54,-54,-60,-60,-60,-60,-65,-65,-65,-65,-59,-59,-59,-59,-53,-53,-53,-53,-42,-42,-42,-42,-46,-46,-46,-46,-47,-47,-47,-47,-51,-51,-51,-51,-50,-50,-50,-50,-38,-38,-38,-38,25
3933,-4,-4,-4,-4,-9,-9,-9,-9,-3,-3,-3,-3,3,3,3,3,7,7,7,7,2,2,2,2,4,4,4,4,10,10,10,10,10,10,10,10,8,8,8,8,14,14,14,14,11,11,11,11,4,4,4,4,13,13,13,13,24,24,24,24,15,15,15,15,27,27,27,27,29,29,29,29,33,33,33,33,30,30,30,30,30,30,30,30,24,24,24,24,30,30,30,30,30,30,30,30,42,42,42,42,25
3934,2,2,2,2,2,2,2,2,-10,-10,-10,-10,-10,-10,-10,-10,-5,-5,-5,-5,-6,-6,-6,-6,-4,-4,-4,-4,-1,-1,-1,-1,-7,-7,-7,-7,2,2,2,2,-9,-9,-9,-9,-14,-14,-14,-14,-18,-18,-18,-18,-14,-14,-14,-14,-2,-2,-2,-2,0,0,0,0,-6,-6,-6,-6,-14,-14,-14,-14,-26,-26,-26,-26,-16,-16,-16,-16,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-16,-16,-16,-16,-4,-4,-4,-4,25
3935,11,11,11,11,-1,-1,-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,-2,-2,-2,-2,4,4,4,4,-1,-1,-1,-1,-11,-11,-11,-11,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1,-11,-11,-11,-11,-2,-2,-2,-2,-6,-6,-6,-6,6,6,6,6,13,13,13,13,16,16,16,16,15,15,15,15,17,17,17,17,13,13,13,13,6,6,6,6,-3,-3,-3,-3,7,7,7,7,25
3936,5,5,5,5,9,9,9,9,-3,-3,-3,-3,-12,-12,-12,-12,-1,-1,-1,-1,-12,-12,-12,-12,-24,-24,-24,-24,-15,-15,-15,-15,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,2,-9,-9,-9,-9,-17,-17,-17,-17,-25,-25,-25,-25,-27,-27,-27,-27,-18,-18,-18,-18,-19,-19,-19,-19,-23,-23,-23,-23,-35,-35,-35,-35,-41,-41,-41,-41,-48,-48,-48,-48,-55,-55,-55,-55,-54,-54,-54,-54,-48,-48,-48,-48,-38,-38,-38,-38,25
3937,-6,-6,-6,-6,-2,-2,-2,-2,-7,-7,-7,-7,-3,-3,-3,-3,-5,-5,-5,-5,-14,-14,-14,-14,-16,-16,-16,-16,-26,-26,-26,-26,-25,-25,-25,-25,-24,-24,-24,-24,-28,-28,-28,-28,-39,-39,-39,-39,-34,-34,-34,-34,-28,-28,-28,-28,-22,-22,-22,-22,-23,-23,-23,-23,-17,-17,-17,-17,-27,-27,-27,-27,-18,-18,-18,-18,-9,-9,-9,-9,-17,-17,-17,-17,-13,-13,-13,-13,-4,-4,-4,-4,-16,-16,-16,-16,-19,-19,-19,-19,25
3938,-12,-12,-12,-12,-3,-3,-3,-3,-5,-5,-5,-5,7,7,7,7,18,18,18,18,30,30,30,30,32,32,32,32,26,26,26,26,27,27,27,27,16,16,16,16,20,20,20,20,9,9,9,9,6,6,6,6,10,10,10,10,5,5,5,5,16,16,16,16,22,22,22,22,14,14,14,14,3,3,3,3,-6,-6,-6,-6,-16,-16,-16,-16,-9,-9,-9,-9,1,1,1,1,11,11,11,11,15,15,15,15,25
